Date_time,Month,Day,Shift,Day Type,WeekDay,PartySize,MenuItem,ItemPrice,ItemQty,Total,OrderId,MenuCateogry,Weather
01-02-19 11:30,Jan,2,Lunch,Weekend,Wednesday,3,Butter chicken,18.0,1,18.0,15,Chicken specials,Extreme cold
01-02-19 11:30,Jan,2,Lunch,Weekend,Wednesday,3,Carrot halwa,7.0,1,7.0,15,Desserts,Extreme cold
01-02-19 11:30,Jan,2,Lunch,Weekend,Wednesday,3,Cocktail chicken samosas,14.0,1,14.0,15,Starter,Extreme cold
01-02-19 11:40,Jan,2,Lunch,Weekend,Wednesday,4,Chicken saag,18.0,1,18.0,16,Chicken specials,Extreme cold
01-02-19 11:40,Jan,2,Lunch,Weekend,Wednesday,4,Gobi manchurian,14.0,5,0.0,16,Starter,Extreme cold
01-02-19 11:40,Jan,2,Lunch,Weekend,Wednesday,4,Onion kulcha,5.0,2,10.0,16,Breads,Extreme cold
01-02-19 11:40,Jan,2,Lunch,Weekend,Wednesday,4,Tasty flatbread,11.0,1,11.0,16,Starter,Extreme cold
01-02-19 11:40,Jan,2,Lunch,Weekend,Wednesday,4,Baingan bartha,16.0,1,16.0,16,Vegetable specials,Extreme cold
01-02-19 11:50,Jan,2,Lunch,Weekend,Wednesday,3,Sarson da saag,15.0,1,15.0,17,Vegetable specials,Extreme cold
01-02-19 11:50,Jan,2,Lunch,Weekend,Wednesday,3,Chicken tikka masala,18.0,1,18.0,17,Chicken specials,Extreme cold
01-02-19 11:50,Jan,2,Lunch,Weekend,Wednesday,3,Chicken saag,18.0,2,36.0,17,Chicken specials,Extreme cold
01-02-19 11:50,Jan,2,Lunch,Weekend,Wednesday,3,Paneer vindaloo,16.0,1,16.0,17,Vegetable specials,Extreme cold
01-02-19 11:50,Jan,2,Lunch,Weekend,Wednesday,1,Fish pakora,14.0,2,28.0,18,Starter,Extreme cold
01-02-19 11:50,Jan,2,Lunch,Weekend,Wednesday,1,Chicken biryani,19.0,2,38.0,18,Rice specials,Extreme cold
01-02-19 11:50,Jan,2,Lunch,Weekend,Wednesday,1,Malai kofta,16.0,2,32.0,18,Vegetable specials,Extreme cold
01-02-19 11:50,Jan,2,Lunch,Weekend,Wednesday,1,Rasmalai,6.0,1,6.0,18,Desserts,Extreme cold
01-02-19 12:05,Jan,2,Lunch,Weekend,Wednesday,5,Chicken korma,18.0,1,18.0,19,Chicken specials,Extreme cold
01-02-19 12:05,Jan,2,Lunch,Weekend,Wednesday,5,Butter chicken,18.0,1,18.0,19,Chicken specials,Extreme cold
01-02-19 12:05,Jan,2,Lunch,Weekend,Wednesday,5,Gobi manchurian,14.0,1,14.0,19,Starter,Extreme cold
01-02-19 12:05,Jan,2,Lunch,Weekend,Wednesday,5,Kheer,7.0,1,7.0,19,Desserts,Extreme cold
01-02-19 12:05,Jan,2,Lunch,Weekend,Wednesday,5,Bhindi do piazza,16.0,1,16.0,19,Vegetable specials,Extreme cold
01-02-19 12:05,Jan,2,Lunch,Weekend,Wednesday,5,Butter chicken,18.0,3,54.0,19,Chicken specials,Extreme cold
01-02-19 12:05,Jan,2,Lunch,Weekend,Wednesday,5,Vegetable pakora,11.0,1,11.0,19,Starter,Extreme cold
01-02-19 12:05,Jan,2,Lunch,Weekend,Wednesday,5,Rasmalai,6.0,2,12.0,19,Desserts,Extreme cold
01-02-19 12:05,Jan,2,Lunch,Weekend,Wednesday,5,Fish korma,19.0,1,19.0,19,Seafood specialties,Extreme cold
01-02-19 12:05,Jan,2,Lunch,Weekend,Wednesday,5,Butter chicken,18.0,1,18.0,19,Chicken specials,Extreme cold
01-02-19 12:10,Jan,2,Lunch,Weekend,Wednesday,3,Kadahi lamb,19.0,1,19.0,20,Lamb specialties,Extreme cold
01-02-19 12:10,Jan,2,Lunch,Weekend,Wednesday,3,Rasmalai,6.0,2,12.0,20,Desserts,Extreme cold
01-02-19 12:10,Jan,2,Lunch,Weekend,Wednesday,3,Vegetable pakora,11.0,1,11.0,20,Starter,Extreme cold
01-02-19 12:10,Jan,2,Lunch,Weekend,Wednesday,3,Vegetable pakora,11.0,1,11.0,20,Starter,Extreme cold
01-02-19 12:10,Jan,2,Lunch,Weekend,Wednesday,3,Tandoori roti,2.75,1,2.75,20,Breads,Extreme cold
01-02-19 12:10,Jan,2,Lunch,Weekend,Wednesday,1,Kheer,7.0,2,14.0,21,Desserts,Extreme cold
01-02-19 12:10,Jan,2,Lunch,Weekend,Wednesday,1,Butter chicken,18.0,1,18.0,21,Chicken specials,Extreme cold
01-02-19 12:10,Jan,2,Lunch,Weekend,Wednesday,1,Rice,5.0,1,5.0,21,Rice specials,Extreme cold
01-02-19 12:10,Jan,2,Lunch,Weekend,Wednesday,1,Tikka rice bowl : paneer | chicken,18.0,2,36.0,21,Rice specials,Extreme cold
01-02-19 12:10,Jan,2,Lunch,Weekend,Wednesday,1,Tandoori roti,2.75,2,5.5,21,Breads,Extreme cold
01-02-19 12:20,Jan,2,Lunch,Weekend,Wednesday,3,Garlic naan,3.5,1,3.5,22,Breads,Extreme cold
01-02-19 12:20,Jan,2,Lunch,Weekend,Wednesday,3,Chaat papri,11.0,2,22.0,22,Starter,Extreme cold
01-02-19 12:20,Jan,2,Lunch,Weekend,Wednesday,3,Paneer vindaloo,16.0,1,16.0,22,Vegetable specials,Extreme cold
01-02-19 12:20,Jan,2,Lunch,Weekend,Wednesday,3,Aloo paratha,5.0,1,5.0,22,Breads,Extreme cold
01-02-19 12:20,Jan,2,Lunch,Weekend,Wednesday,3,Paneer vindaloo,16.0,1,16.0,22,Vegetable specials,Extreme cold
01-02-19 12:20,Jan,2,Lunch,Weekend,Wednesday,3,Rasmalai,6.0,1,6.0,22,Desserts,Extreme cold
01-02-19 12:20,Jan,2,Lunch,Weekend,Wednesday,3,Fish curry,19.0,2,38.0,22,Seafood specialties,Extreme cold
01-02-19 12:30,Jan,2,Lunch,Weekend,Wednesday,5,Tasty flatbread,11.0,2,22.0,23,Starter,Extreme cold
01-02-19 12:30,Jan,2,Lunch,Weekend,Wednesday,5,Baingan bartha,16.0,1,16.0,23,Vegetable specials,Extreme cold
01-02-19 12:30,Jan,2,Lunch,Weekend,Wednesday,5,Rice,5.0,1,5.0,23,Rice specials,Extreme cold
01-02-19 12:30,Jan,2,Lunch,Weekend,Wednesday,5,Tasty sliders : chicken paneer,15.0,1,15.0,23,Starter,Extreme cold
01-02-19 12:30,Jan,2,Lunch,Weekend,Wednesday,5,Vegetable pakora,11.0,2,22.0,23,Starter,Extreme cold
01-02-19 12:30,Jan,2,Lunch,Weekend,Wednesday,5,Butter chicken,18.0,1,18.0,23,Chicken specials,Extreme cold
01-02-19 12:30,Jan,2,Lunch,Weekend,Wednesday,5,Sarson da saag,15.0,1,15.0,23,Vegetable specials,Extreme cold
01-02-19 12:30,Jan,2,Lunch,Weekend,Wednesday,5,Tandoori roti,2.75,2,5.5,23,Breads,Extreme cold
01-02-19 12:30,Jan,2,Lunch,Weekend,Wednesday,5,Chicken tikka masala,18.0,1,18.0,23,Chicken specials,Extreme cold
01-02-19 12:30,Jan,2,Lunch,Weekend,Wednesday,5,Rice,5.0,1,5.0,23,Rice specials,Extreme cold
01-02-19 12:30,Jan,2,Lunch,Weekend,Wednesday,1,Kadahi lamb,19.0,1,19.0,24,Lamb specialties,Extreme cold
01-02-19 12:30,Jan,2,Lunch,Weekend,Wednesday,1,Malpura,8.0,1,8.0,24,Desserts,Extreme cold
01-02-19 12:30,Jan,2,Lunch,Weekend,Wednesday,1,Yellow dal fry,15.0,1,15.0,24,Vegetable specials,Extreme cold
01-02-19 12:30,Jan,2,Lunch,Weekend,Wednesday,1,Tikka rice bowl : paneer | chicken,18.0,2,36.0,24,Rice specials,Extreme cold
01-02-19 18:30,Jan,2,Dinner,Weekend,Wednesday,4,Lacha paratha,5.0,3,15.0,25,Breads,Extreme cold
01-02-19 18:30,Jan,2,Dinner,Weekend,Wednesday,4,Garlic naan,3.5,2,7.0,25,Breads,Extreme cold
01-02-19 18:30,Jan,2,Dinner,Weekend,Wednesday,4,Cocktail chicken samosas,14.0,1,14.0,25,Starter,Extreme cold
01-02-19 18:30,Jan,2,Dinner,Weekend,Wednesday,4,Vegetable pakora,11.0,1,11.0,25,Starter,Extreme cold
01-02-19 18:30,Jan,2,Dinner,Weekend,Wednesday,4,Bhindi do piazza,16.0,1,16.0,25,Vegetable specials,Extreme cold
01-02-19 18:30,Jan,2,Dinner,Weekend,Wednesday,4,Lacha paratha,5.0,2,10.0,25,Breads,Extreme cold
01-02-19 18:30,Jan,2,Dinner,Weekend,Wednesday,4,Fish pakora,14.0,2,28.0,25,Starter,Extreme cold
01-02-19 18:30,Jan,2,Dinner,Weekend,Wednesday,4,Cocktail chicken samosas,14.0,1,14.0,25,Starter,Extreme cold
01-02-19 18:30,Jan,2,Dinner,Weekend,Wednesday,4,Paneer vindaloo,16.0,1,16.0,25,Vegetable specials,Extreme cold
01-02-19 19:00,Jan,2,Dinner,Weekend,Wednesday,5,Baingan bartha,16.0,1,16.0,26,Vegetable specials,Extreme cold
01-02-19 19:00,Jan,2,Dinner,Weekend,Wednesday,5,Butter chicken,18.0,2,36.0,26,Chicken specials,Extreme cold
01-02-19 19:00,Jan,2,Dinner,Weekend,Wednesday,5,Malai kofta,16.0,2,32.0,26,Vegetable specials,Extreme cold
01-02-19 19:00,Jan,2,Dinner,Weekend,Wednesday,5,Coconut chicken curry,18.0,1,18.0,26,Chicken specials,Extreme cold
01-02-19 19:00,Jan,2,Dinner,Weekend,Wednesday,5,Rasmalai,6.0,1,6.0,26,Desserts,Extreme cold
01-02-19 19:00,Jan,2,Dinner,Weekend,Wednesday,5,Vegetable pakora,11.0,1,11.0,26,Starter,Extreme cold
01-02-19 19:00,Jan,2,Dinner,Weekend,Wednesday,5,Chicken saag,18.0,2,36.0,26,Chicken specials,Extreme cold
01-02-19 19:00,Jan,2,Dinner,Weekend,Wednesday,5,Garlic naan,3.5,2,7.0,26,Breads,Extreme cold
01-02-19 19:00,Jan,2,Dinner,Weekend,Wednesday,5,Naan,2.75,1,2.75,26,Breads,Extreme cold
01-02-19 19:00,Jan,2,Dinner,Weekend,Wednesday,5,Tasty sliders : chicken paneer,15.0,1,15.0,26,Starter,Extreme cold
01-02-19 19:00,Jan,2,Dinner,Weekend,Wednesday,5,Naan,2.75,2,5.5,26,Breads,Extreme cold
01-02-19 19:00,Jan,2,Dinner,Weekend,Wednesday,5,Vegetable pakora,11.0,1,11.0,26,Starter,Extreme cold
01-02-19 19:00,Jan,2,Dinner,Weekend,Wednesday,5,Garlic naan,3.5,2,7.0,26,Breads,Extreme cold
01-02-19 19:00,Jan,2,Dinner,Weekend,Wednesday,5,Fish korma,19.0,1,19.0,26,Seafood specialties,Extreme cold
01-02-19 19:00,Jan,2,Dinner,Weekend,Wednesday,5,Chicken biryani,19.0,2,38.0,26,Rice specials,Extreme cold
01-02-19 19:00,Jan,2,Dinner,Weekend,Wednesday,5,Tasty flatbread,11.0,1,11.0,26,Starter,Extreme cold
01-02-19 19:00,Jan,2,Dinner,Weekend,Wednesday,5,Rasmalai,6.0,1,6.0,26,Desserts,Extreme cold
01-02-19 19:00,Jan,2,Dinner,Weekend,Wednesday,5,Tandoori roti,2.75,1,2.75,26,Breads,Extreme cold
01-02-19 19:00,Jan,2,Dinner,Weekend,Wednesday,5,Aloo paratha,5.0,1,5.0,26,Breads,Extreme cold
01-02-19 20:30,Jan,2,Dinner,Weekend,Wednesday,2,Fish curry,19.0,1,19.0,27,Seafood specialties,Extreme cold
01-02-19 20:30,Jan,2,Dinner,Weekend,Wednesday,2,Malpura,8.0,1,8.0,27,Desserts,Extreme cold
01-02-19 20:30,Jan,2,Dinner,Weekend,Wednesday,2,Garlic naan,3.5,2,7.0,27,Breads,Extreme cold
01-02-19 20:30,Jan,2,Dinner,Weekend,Wednesday,2,Carrot halwa,7.0,1,7.0,27,Desserts,Extreme cold
01-02-19 20:30,Jan,2,Dinner,Weekend,Wednesday,2,Rice,5.0,2,10.0,27,Rice specials,Extreme cold
01-02-19 20:30,Jan,2,Dinner,Weekend,Wednesday,2,Fish curry,19.0,2,38.0,27,Seafood specialties,Extreme cold
01-02-19 20:30,Jan,2,Dinner,Weekend,Wednesday,1,Carrot halwa,7.0,1,7.0,28,Desserts,Extreme cold
01-02-19 20:30,Jan,2,Dinner,Weekend,Wednesday,1,Chicken tikka masala,18.0,1,18.0,28,Chicken specials,Extreme cold
01-02-19 20:30,Jan,2,Dinner,Weekend,Wednesday,1,Chicken korma,18.0,1,18.0,28,Chicken specials,Extreme cold
01-02-19 20:30,Jan,2,Dinner,Weekend,Wednesday,1,Garlic naan,3.5,2,7.0,28,Breads,Extreme cold
01-02-19 20:30,Jan,2,Dinner,Weekend,Wednesday,1,Naan,2.75,1,2.75,28,Breads,Extreme cold
01-02-19 20:30,Jan,2,Dinner,Weekend,Wednesday,1,Malai kofta,16.0,2,32.0,28,Vegetable specials,Extreme cold
01-03-19 11:30,Jan,3,Lunch,Weekday,Thursday,4,Tasty flatbread,11.0,2,22.0,29,Starter,Extreme cold
01-03-19 11:30,Jan,3,Lunch,Weekday,Thursday,4,Onion kulcha,5.0,2,10.0,29,Breads,Extreme cold
01-03-19 11:30,Jan,3,Lunch,Weekday,Thursday,4,Vegetable pakora,11.0,1,11.0,29,Starter,Extreme cold
01-03-19 11:30,Jan,3,Lunch,Weekday,Thursday,4,Chicken biryani,19.0,1,19.0,29,Rice specials,Extreme cold
01-03-19 11:30,Jan,3,Lunch,Weekday,Thursday,4,Rice,5.0,1,5.0,29,Rice specials,Extreme cold
01-03-19 11:30,Jan,3,Lunch,Weekday,Thursday,4,Coconut chicken curry,18.0,1,18.0,29,Chicken specials,Extreme cold
01-03-19 11:40,Jan,3,Lunch,Weekday,Thursday,3,Tandoori roti,2.75,1,2.75,30,Breads,Extreme cold
01-03-19 11:40,Jan,3,Lunch,Weekday,Thursday,3,Onion kulcha,5.0,2,10.0,30,Breads,Extreme cold
